SA2_CODE,STATE,SA2_NAME,TIME,VALUE
11001,NSW,Goulburn,1991,22104
11001,NSW,Goulburn,1992,22044
11001,NSW,Goulburn,1993,21946
11001,NSW,Goulburn,1994,21847
11001,NSW,Goulburn,1995,21749
11001,NSW,Goulburn,1996,21710
11001,NSW,Goulburn,1997,21616
11001,NSW,Goulburn,1998,21545
11001,NSW,Goulburn,1999,21514
11001,NSW,Goulburn,2000,21475
11001,NSW,Goulburn,2001,21460
11001,NSW,Goulburn,2002,21370
11001,NSW,Goulburn,2003,21282
11001,NSW,Goulburn,2004,21190
11001,NSW,Goulburn,2005,21120
11001,NSW,Goulburn,2006,21024
11001,NSW,Goulburn,2007,21053
11001,NSW,Goulburn,2008,21281
11001,NSW,Goulburn,2009,21629
11001,NSW,Goulburn,2010,21973
11001,NSW,Goulburn,2011,22202
11001,NSW,Goulburn,2012,22508
11001,NSW,Goulburn,2013,22787
11001,NSW,Goulburn,2014,22891
11001,NSW,Goulburn,2015,23138
11001,NSW,Goulburn,2016,23397
11002,NSW,Goulburn Region,1991,10128
11002,NSW,Goulburn Region,1992,10153
11002,NSW,Goulburn Region,1993,10154
11002,NSW,Goulburn Region,1994,10153
11002,NSW,Goulburn Region,1995,10152
11002,NSW,Goulburn Region,1996,10197
11002,NSW,Goulburn Region,1997,10227
11002,NSW,Goulburn Region,1998,10400
11002,NSW,Goulburn Region,1999,10570
11002,NSW,Goulburn Region,2000,10694
11002,NSW,Goulburn Region,2001,10839
11002,NSW,Goulburn Region,2002,11003
11002,NSW,Goulburn Region,2003,11107
11002,NSW,Goulburn Region,2004,11183
11002,NSW,Goulburn Region,2005,11329
11002,NSW,Goulburn Region,2006,11450
11002,NSW,Goulburn Region,2007,11495
11002,NSW,Goulburn Region,2008,11657
11002,NSW,Goulburn Region,2009,11783
11002,NSW,Goulburn Region,2010,11907
11002,NSW,Goulburn Region,2011,11956
11002,NSW,Goulburn Region,2012,12105
11002,NSW,Goulburn Region,2013,12299
11002,NSW,Goulburn Region,2014,12478
11002,NSW,Goulburn Region,2015,12528
11002,NSW,Goulburn Region,2016,12511
11003,NSW,Yass,1991,5010
11003,NSW,Yass,1992,5028
11003,NSW,Yass,1993,5035
11003,NSW,Yass,1994,5041
11003,NSW,Yass,1995,5049
11003,NSW,Yass,1996,5077
11003,NSW,Yass,1997,5128
11003,NSW,Yass,1998,5169
11003,NSW,Yass,1999,5227
11003,NSW,Yass,2000,5281
11003,NSW,Yass,2001,5342
11003,NSW,Yass,2002,5444
11003,NSW,Yass,2003,5588
11003,NSW,Yass,2004,5651
11003,NSW,Yass,2005,5684
11003,NSW,Yass,2006,5747
11003,NSW,Yass,2007,5822
11003,NSW,Yass,2008,5953
11003,NSW,Yass,2009,6168
11003,NSW,Yass,2010,6404
11003,NSW,Yass,2011,6549
11003,NSW,Yass,2012,6688
11003,NSW,Yass,2013,6760
11003,NSW,Yass,2014,6734
11003,NSW,Yass,2015,6717
11003,NSW,Yass,2016,6824
11004,NSW,Yass Region,1991,7140
11004,NSW,Yass Region,1992,7245
11004,NSW,Yass Region,1993,7332
11004,NSW,Yass Region,1994,7418
11004,NSW,Yass Region,1995,7504
11004,NSW,Yass Region,1996,7624
11004,NSW,Yass Region,1997,7818
11004,NSW,Yass Region,1998,7933
11004,NSW,Yass Region,1999,7961
11004,NSW,Yass Region,2000,8118
11004,NSW,Yass Region,2001,8258
11004,NSW,Yass Region,2002,8526
11004,NSW,Yass Region,2003,8793
11004,NSW,Yass Region,2004,9007
11004,NSW,Yass Region,2005,9158
11004,NSW,Yass Region,2006,9355
11004,NSW,Yass Region,2007,9723
11004,NSW,Yass Region,2008,10007
11004,NSW,Yass Region,2009,10276
11004,NSW,Yass Region,2010,10566
11004,NSW,Yass Region,2011,10840
11004,NSW,Yass Region,2012,11133
11004,NSW,Yass Region,2013,11341
11004,NSW,Yass Region,2014,11536
11004,NSW,Yass Region,2015,11710
11004,NSW,Yass Region,2016,11936
11005,NSW,Young,1991,9173
11005,NSW,Young,1992,9244
11005,NSW,Young,1993,9295
11005,NSW,Young,1994,9342
11005,NSW,Young,1995,9391
11005,NSW,Young,1996,9481
11005,NSW,Young,1997,9545
11005,NSW,Young,1998,9586
11005,NSW,Young,1999,9660
11005,NSW,Young,2000,9729
11005,NSW,Young,2001,9811
11005,NSW,Young,2002,9871
11005,NSW,Young,2003,9953
11005,NSW,Young,2004,10045
11005,NSW,Young,2005,10157
11005,NSW,Young,2006,10269
11005,NSW,Young,2007,10314
11005,NSW,Young,2008,10356
11005,NSW,Young,2009,10428
11005,NSW,Young,2010,10542
11005,NSW,Young,2011,10605
11005,NSW,Young,2012,10689
11005,NSW,Young,2013,10719
11005,NSW,Young,2014,10668
11005,NSW,Young,2015,10636
11005,NSW,Young,2016,10661
11006,NSW,Young Region,1991,8112
11006,NSW,Young Region,1992,8037
11006,NSW,Young Region,1993,7944
11006,NSW,Young Region,1994,7850
11006,NSW,Young Region,1995,7757
11006,NSW,Young Region,1996,7697
11006,NSW,Young Region,1997,7634
11006,NSW,Young Region,1998,7650
11006,NSW,Young Region,1999,7644
11006,NSW,Young Region,2000,7655
11006,NSW,Young Region,2001,7660
11006,NSW,Young Region,2002,7570
11006,NSW,Young Region,2003,7522
11006,NSW,Young Region,2004,7474
11006,NSW,Young Region,2005,7443
11006,NSW,Young Region,2006,7439
11006,NSW,Young Region,2007,7400
11006,NSW,Young Region,2008,7416
11006,NSW,Young Region,2009,7461
11006,NSW,Young Region,2010,7558
11006,NSW,Young Region,2011,7623
11006,NSW,Young Region,2012,7688
11006,NSW,Young Region,2013,7723
11006,NSW,Young Region,2014,7739
11006,NSW,Young Region,2015,7712
11006,NSW,Young Region,2016,7739
11007,NSW,Braidwood,1991,2418
11007,NSW,Braidwood,1992,2441
11007,NSW,Braidwood,1993,2458
11007,NSW,Braidwood,1994,2474
11007,NSW,Braidwood,1995,2491
11007,NSW,Braidwood,1996,2519
11007,NSW,Braidwood,1997,2492
11007,NSW,Braidwood,1998,2493
11007,NSW,Braidwood,1999,2593
11007,NSW,Braidwood,2000,2708
11007,NSW,Braidwood,2001,2760
11007,NSW,Braidwood,2002,2811
11007,NSW,Braidwood,2003,2835
11007,NSW,Braidwood,2004,2844
11007,NSW,Braidwood,2005,2847
11007,NSW,Braidwood,2006,2965
11007,NSW,Braidwood,2007,3102
11007,NSW,Braidwood,2008,3181
11007,NSW,Braidwood,2009,3308
11007,NSW,Braidwood,2010,3429
11007,NSW,Braidwood,2011,3458
11007,NSW,Braidwood,2012,3555
11007,NSW,Braidwood,2013,3612
11007,NSW,Braidwood,2014,3633
11007,NSW,Braidwood,2015,3706
11007,NSW,Braidwood,2016,3768
11008,NSW,Karabar,1991,8108
11008,NSW,Karabar,1992,8405
11008,NSW,Karabar,1993,8599
11008,NSW,Karabar,1994,8699
11008,NSW,Karabar,1995,8803
11008,NSW,Karabar,1996,8873
11008,NSW,Karabar,1997,8986
11008,NSW,Karabar,1998,8962
11008,NSW,Karabar,1999,8999
11008,NSW,Karabar,2000,9063
11008,NSW,Karabar,2001,9129
11008,NSW,Karabar,2002,9199
11008,NSW,Karabar,2003,9263
11008,NSW,Karabar,2004,9277
11008,NSW,Karabar,2005,9209
11008,NSW,Karabar,2006,9212
11008,NSW,Karabar,2007,9033
11008,NSW,Karabar,2008,8994
11008,NSW,Karabar,2009,9030
11008,NSW,Karabar,2010,9101
11008,NSW,Karabar,2011,9092
11008,NSW,Karabar,2012,9122
11008,NSW,Karabar,2013,9061
11008,NSW,Karabar,2014,9051
11008,NSW,Karabar,2015,8985
11008,NSW,Karabar,2016,9062
11009,NSW,Queanbeyan,1991,9978
11009,NSW,Queanbeyan,1992,9925
11009,NSW,Queanbeyan,1993,9665
11009,NSW,Queanbeyan,1994,9573
11009,NSW,Queanbeyan,1995,9437
11009,NSW,Queanbeyan,1996,9404
11009,NSW,Queanbeyan,1997,9463
11009,NSW,Queanbeyan,1998,9502
11009,NSW,Queanbeyan,1999,9574
11009,NSW,Queanbeyan,2000,9639
11009,NSW,Queanbeyan,2001,9717
11009,NSW,Queanbeyan,2002,9513
11009,NSW,Queanbeyan,2003,9522
11009,NSW,Queanbeyan,2004,9400
11009,NSW,Queanbeyan,2005,9595
11009,NSW,Queanbeyan,2006,9682
11009,NSW,Queanbeyan,2007,9793
11009,NSW,Queanbeyan,2008,10074
11009,NSW,Queanbeyan,2009,10288
11009,NSW,Queanbeyan,2010,10584
11009,NSW,Queanbeyan,2011,10715
11009,NSW,Queanbeyan,2012,10871
11009,NSW,Queanbeyan,2013,11042
11009,NSW,Queanbeyan,2014,11188
11009,NSW,Queanbeyan,2015,11133
11009,NSW,Queanbeyan,2016,11209
11010,NSW,Queanbeyan - East,1991,3431
11010,NSW,Queanbeyan - East,1992,3424
11010,NSW,Queanbeyan - East,1993,3415
11010,NSW,Queanbeyan - East,1994,3404
11010,NSW,Queanbeyan - East,1995,3357
11010,NSW,Queanbeyan - East,1996,3360
11010,NSW,Queanbeyan - East,1997,3506
11010,NSW,Queanbeyan - East,1998,3532
11010,NSW,Queanbeyan - East,1999,3735
11010,NSW,Queanbeyan - East,2000,3807
11010,NSW,Queanbeyan - East,2001,3925
11010,NSW,Queanbeyan - East,2002,4073
11010,NSW,Queanbeyan - East,2003,4219
11010,NSW,Queanbeyan - East,2004,4218
11010,NSW,Queanbeyan - East,2005,4187
11010,NSW,Queanbeyan - East,2006,4319
11010,NSW,Queanbeyan - East,2007,4459
11010,NSW,Queanbeyan - East,2008,4595
11010,NSW,Queanbeyan - East,2009,4712
11010,NSW,Queanbeyan - East,2010,4813
11010,NSW,Queanbeyan - East,2011,4951
11010,NSW,Queanbeyan - East,2012,5009
11010,NSW,Queanbeyan - East,2013,5065
11010,NSW,Queanbeyan - East,2014,5094
11010,NSW,Queanbeyan - East,2015,5156
11010,NSW,Queanbeyan - East,2016,5248
11011,NSW,Queanbeyan Region,1991,8269
11011,NSW,Queanbeyan Region,1992,8558
11011,NSW,Queanbeyan Region,1993,8850
11011,NSW,Queanbeyan Region,1994,9093
11011,NSW,Queanbeyan Region,1995,9301
11011,NSW,Queanbeyan Region,1996,9467
11011,NSW,Queanbeyan Region,1997,9576
11011,NSW,Queanbeyan Region,1998,9756
11011,NSW,Queanbeyan Region,1999,9895
11011,NSW,Queanbeyan Region,2000,10092
11011,NSW,Queanbeyan Region,2001,10268
11011,NSW,Queanbeyan Region,2002,10761
11011,NSW,Queanbeyan Region,2003,11185
11011,NSW,Queanbeyan Region,2004,11532
11011,NSW,Queanbeyan Region,2005,12035
11011,NSW,Queanbeyan Region,2006,12582
11011,NSW,Queanbeyan Region,2007,13092
11011,NSW,Queanbeyan Region,2008,13631
11011,NSW,Queanbeyan Region,2009,14028
11011,NSW,Queanbeyan Region,2010,14337
11011,NSW,Queanbeyan Region,2011,14612
11011,NSW,Queanbeyan Region,2012,14767
11011,NSW,Queanbeyan Region,2013,14946
11011,NSW,Queanbeyan Region,2014,15166
11011,NSW,Queanbeyan Region,2015,15498
11011,NSW,Queanbeyan Region,2016,15879
11012,NSW,Queanbeyan West - Jerrabomberra,1991,3077
11012,NSW,Queanbeyan West - Jerrabomberra,1992,3656
11012,NSW,Queanbeyan West - Jerrabomberra,1993,4311
11012,NSW,Queanbeyan West - Jerrabomberra,1994,4947
11012,NSW,Queanbeyan West - Jerrabomberra,1995,5547
11012,NSW,Queanbeyan West - Jerrabomberra,1996,5940
11012,NSW,Queanbeyan West - Jerrabomberra,1997,6299
11012,NSW,Queanbeyan West - Jerrabomberra,1998,6638
11012,NSW,Queanbeyan West - Jerrabomberra,1999,7308
11012,NSW,Queanbeyan West - Jerrabomberra,2000,8717
11012,NSW,Queanbeyan West - Jerrabomberra,2001,9425
11012,NSW,Queanbeyan West - Jerrabomberra,2002,10257
11012,NSW,Queanbeyan West - Jerrabomberra,2003,11085
11012,NSW,Queanbeyan West - Jerrabomberra,2004,11549
11012,NSW,Queanbeyan West - Jerrabomberra,2005,12046
11012,NSW,Queanbeyan West - Jerrabomberra,2006,12358
11012,NSW,Queanbeyan West - Jerrabomberra,2007,12622
11012,NSW,Queanbeyan West - Jerrabomberra,2008,12798
11012,NSW,Queanbeyan West - Jerrabomberra,2009,12988
11012,NSW,Queanbeyan West - Jerrabomberra,2010,13146
11012,NSW,Queanbeyan West - Jerrabomberra,2011,13223
11012,NSW,Queanbeyan West - Jerrabomberra,2012,13239
11012,NSW,Queanbeyan West - Jerrabomberra,2013,13355
11012,NSW,Queanbeyan West - Jerrabomberra,2014,13458
11012,NSW,Queanbeyan West - Jerrabomberra,2015,13461
11012,NSW,Queanbeyan West - Jerrabomberra,2016,13487
11013,NSW,Bombala,1991,3173
11013,NSW,Bombala,1992,3191
11013,NSW,Bombala,1993,3182
11013,NSW,Bombala,1994,3147
11013,NSW,Bombala,1995,3102
11013,NSW,Bombala,1996,3079
11013,NSW,Bombala,1997,2982
11013,NSW,Bombala,1998,2912
11013,NSW,Bombala,1999,2800
11013,NSW,Bombala,2000,2699
11013,NSW,Bombala,2001,2622
11013,NSW,Bombala,2002,2617
11013,NSW,Bombala,2003,2590
11013,NSW,Bombala,2004,2576
11013,NSW,Bombala,2005,2577
11013,NSW,Bombala,2006,2589
11013,NSW,Bombala,2007,2567
11013,NSW,Bombala,2008,2534
11013,NSW,Bombala,2009,2516
11013,NSW,Bombala,2010,2503
11013,NSW,Bombala,2011,2484
11013,NSW,Bombala,2012,2433
11013,NSW,Bombala,2013,2405
11013,NSW,Bombala,2014,2426
11013,NSW,Bombala,2015,2437
11013,NSW,Bombala,2016,2417
11014,NSW,Cooma,1991,7453
11014,NSW,Cooma,1992,7416
11014,NSW,Cooma,1993,7382
11014,NSW,Cooma,1994,7329
11014,NSW,Cooma,1995,7293
11014,NSW,Cooma,1996,7286
11014,NSW,Cooma,1997,7229
11014,NSW,Cooma,1998,7165
11014,NSW,Cooma,1999,7064
11014,NSW,Cooma,2000,6977
11014,NSW,Cooma,2001,6915
11014,NSW,Cooma,2002,6945
11014,NSW,Cooma,2003,6981
11014,NSW,Cooma,2004,7008
11014,NSW,Cooma,2005,7013
11014,NSW,Cooma,2006,7022
11014,NSW,Cooma,2007,6964
11014,NSW,Cooma,2008,6936
11014,NSW,Cooma,2009,6932
11014,NSW,Cooma,2010,6934
11014,NSW,Cooma,2011,6935
11014,NSW,Cooma,2012,7003
11014,NSW,Cooma,2013,6989
11014,NSW,Cooma,2014,7069
11014,NSW,Cooma,2015,6981
11014,NSW,Cooma,2016,6958
11015,NSW,Cooma Region,1991,2685
11015,NSW,Cooma Region,1992,2742
11015,NSW,Cooma Region,1993,2779
11015,NSW,Cooma Region,1994,2846
11015,NSW,Cooma Region,1995,2900
11015,NSW,Cooma Region,1996,2959
11015,NSW,Cooma Region,1997,2954
11015,NSW,Cooma Region,1998,2945
11015,NSW,Cooma Region,1999,2938
11015,NSW,Cooma Region,2000,2933
11015,NSW,Cooma Region,2001,2932
11015,NSW,Cooma Region,2002,2946
11015,NSW,Cooma Region,2003,2991
11015,NSW,Cooma Region,2004,3023
11015,NSW,Cooma Region,2005,3082
11015,NSW,Cooma Region,2006,3141
11015,NSW,Cooma Region,2007,3186
11015,NSW,Cooma Region,2008,3196
11015,NSW,Cooma Region,2009,3211
11015,NSW,Cooma Region,2010,3244
11015,NSW,Cooma Region,2011,3271
11015,NSW,Cooma Region,2012,3302
11015,NSW,Cooma Region,2013,3284
11015,NSW,Cooma Region,2014,3248
11015,NSW,Cooma Region,2015,3263
11015,NSW,Cooma Region,2016,3276
11016,NSW,Jindabyne - Berridale,1991,4781
11016,NSW,Jindabyne - Berridale,1992,4914
11016,NSW,Jindabyne - Berridale,1993,5019
11016,NSW,Jindabyne - Berridale,1994,5155
11016,NSW,Jindabyne - Berridale,1995,5273
11016,NSW,Jindabyne - Berridale,1996,5375
11016,NSW,Jindabyne - Berridale,1997,5424
11016,NSW,Jindabyne - Berridale,1998,5684
11016,NSW,Jindabyne - Berridale,1999,6024
11016,NSW,Jindabyne - Berridale,2000,6139
11016,NSW,Jindabyne - Berridale,2001,6341
11016,NSW,Jindabyne - Berridale,2002,6497
11016,NSW,Jindabyne - Berridale,2003,6522
11016,NSW,Jindabyne - Berridale,2004,6521
11016,NSW,Jindabyne - Berridale,2005,6533
11016,NSW,Jindabyne - Berridale,2006,6585
11016,NSW,Jindabyne - Berridale,2007,6696
11016,NSW,Jindabyne - Berridale,2008,6774
11016,NSW,Jindabyne - Berridale,2009,6842
11016,NSW,Jindabyne - Berridale,2010,6896
11016,NSW,Jindabyne - Berridale,2011,6905
11016,NSW,Jindabyne - Berridale,2012,7001
11016,NSW,Jindabyne - Berridale,2013,7087
11016,NSW,Jindabyne - Berridale,2014,7168
11016,NSW,Jindabyne - Berridale,2015,7280
11016,NSW,Jindabyne - Berridale,2016,7418
11017,NSW,Batemans Bay,1991,5044
11017,NSW,Batemans Bay,1992,5244
11017,NSW,Batemans Bay,1993,5388
11017,NSW,Batemans Bay,1994,5531
11017,NSW,Batemans Bay,1995,5640
11017,NSW,Batemans Bay,1996,5761
11017,NSW,Batemans Bay,1997,5980
11017,NSW,Batemans Bay,1998,6104
11017,NSW,Batemans Bay,1999,6268
11017,NSW,Batemans Bay,2000,6377
11017,NSW,Batemans Bay,2001,6537
11017,NSW,Batemans Bay,2002,6724
11017,NSW,Batemans Bay,2003,6993
11017,NSW,Batemans Bay,2004,7162
11017,NSW,Batemans Bay,2005,7293
11017,NSW,Batemans Bay,2006,7382
11017,NSW,Batemans Bay,2007,7501
11017,NSW,Batemans Bay,2008,7597
11017,NSW,Batemans Bay,2009,7644
11017,NSW,Batemans Bay,2010,7669
11017,NSW,Batemans Bay,2011,7772
11017,NSW,Batemans Bay,2012,7805
11017,NSW,Batemans Bay,2013,7847
11017,NSW,Batemans Bay,2014,7899
11017,NSW,Batemans Bay,2015,8010
11017,NSW,Batemans Bay,2016,8073
11018,NSW,Batemans Bay - South,1991,5240
11018,NSW,Batemans Bay - South,1992,5550
11018,NSW,Batemans Bay - South,1993,5797
11018,NSW,Batemans Bay - South,1994,6021
11018,NSW,Batemans Bay - South,1995,6153
11018,NSW,Batemans Bay - South,1996,6283
11018,NSW,Batemans Bay - South,1997,6302
11018,NSW,Batemans Bay - South,1998,6456
11018,NSW,Batemans Bay - South,1999,6646
11018,NSW,Batemans Bay - South,2000,7083
11018,NSW,Batemans Bay - South,2001,7290
11018,NSW,Batemans Bay - South,2002,7412
11018,NSW,Batemans Bay - South,2003,7606
11018,NSW,Batemans Bay - South,2004,7746
11018,NSW,Batemans Bay - South,2005,7845
11018,NSW,Batemans Bay - South,2006,7892
11018,NSW,Batemans Bay - South,2007,8068
11018,NSW,Batemans Bay - South,2008,8200
11018,NSW,Batemans Bay - South,2009,8295
11018,NSW,Batemans Bay - South,2010,8460
11018,NSW,Batemans Bay - South,2011,8580
11018,NSW,Batemans Bay - South,2012,8584
11018,NSW,Batemans Bay - South,2013,8628
11018,NSW,Batemans Bay - South,2014,8683
11018,NSW,Batemans Bay - South,2015,8680
11018,NSW,Batemans Bay - South,2016,8741
11019,NSW,Bega - Tathra,1991,7140
11019,NSW,Bega - Tathra,1992,7225
11019,NSW,Bega - Tathra,1993,7277
11019,NSW,Bega - Tathra,1994,7382
11019,NSW,Bega - Tathra,1995,7446
11019,NSW,Bega - Tathra,1996,7530
11019,NSW,Bega - Tathra,1997,7609
11019,NSW,Bega - Tathra,1998,7708
11019,NSW,Bega - Tathra,1999,7804
11019,NSW,Bega - Tathra,2000,7842
11019,NSW,Bega - Tathra,2001,7928
11019,NSW,Bega - Tathra,2002,7971
11019,NSW,Bega - Tathra,2003,8061
11019,NSW,Bega - Tathra,2004,8151
11019,NSW,Bega - Tathra,2005,8159
11019,NSW,Bega - Tathra,2006,8178
11019,NSW,Bega - Tathra,2007,8231
11019,NSW,Bega - Tathra,2008,8236
11019,NSW,Bega - Tathra,2009,8275
11019,NSW,Bega - Tathra,2010,8349
11019,NSW,Bega - Tathra,2011,8353
11019,NSW,Bega - Tathra,2012,8360
11019,NSW,Bega - Tathra,2013,8409
11019,NSW,Bega - Tathra,2014,8503
11019,NSW,Bega - Tathra,2015,8467
11019,NSW,Bega - Tathra,2016,8495
11020,NSW,Bega-Eden Hinterland,1991,7847
11020,NSW,Bega-Eden Hinterland,1992,7962
11020,NSW,Bega-Eden Hinterland,1993,8015
11020,NSW,Bega-Eden Hinterland,1994,8122
11020,NSW,Bega-Eden Hinterland,1995,8176
11020,NSW,Bega-Eden Hinterland,1996,8263
11020,NSW,Bega-Eden Hinterland,1997,8302
11020,NSW,Bega-Eden Hinterland,1998,8329
11020,NSW,Bega-Eden Hinterland,1999,8350
11020,NSW,Bega-Eden Hinterland,2000,8389
11020,NSW,Bega-Eden Hinterland,2001,8429
11020,NSW,Bega-Eden Hinterland,2002,8504
11020,NSW,Bega-Eden Hinterland,2003,8549
11020,NSW,Bega-Eden Hinterland,2004,8658
11020,NSW,Bega-Eden Hinterland,2005,8741
11020,NSW,Bega-Eden Hinterland,2006,8798
11020,NSW,Bega-Eden Hinterland,2007,8826
11020,NSW,Bega-Eden Hinterland,2008,8883
11020,NSW,Bega-Eden Hinterland,2009,8993
11020,NSW,Bega-Eden Hinterland,2010,9090
11020,NSW,Bega-Eden Hinterland,2011,9073
11020,NSW,Bega-Eden Hinterland,2012,9054
11020,NSW,Bega-Eden Hinterland,2013,9037
11020,NSW,Bega-Eden Hinterland,2014,9111
11020,NSW,Bega-Eden Hinterland,2015,9101
11020,NSW,Bega-Eden Hinterland,2016,9108
11021,NSW,Broulee - Tomakin,1991,1935
11021,NSW,Broulee - Tomakin,1992,2052
11021,NSW,Broulee - Tomakin,1993,2121
11021,NSW,Broulee - Tomakin,1994,2176
11021,NSW,Broulee - Tomakin,1995,2231
11021,NSW,Broulee - Tomakin,1996,2343
11021,NSW,Broulee - Tomakin,1997,2397
11021,NSW,Broulee - Tomakin,1998,2497
11021,NSW,Broulee - Tomakin,1999,2530
11021,NSW,Broulee - Tomakin,2000,2577
11021,NSW,Broulee - Tomakin,2001,2637
11021,NSW,Broulee - Tomakin,2002,2695
11021,NSW,Broulee - Tomakin,2003,2706
11021,NSW,Broulee - Tomakin,2004,2756
11021,NSW,Broulee - Tomakin,2005,2788
11021,NSW,Broulee - Tomakin,2006,2811
11021,NSW,Broulee - Tomakin,2007,2796
11021,NSW,Broulee - Tomakin,2008,2790
11021,NSW,Broulee - Tomakin,2009,2827
11021,NSW,Broulee - Tomakin,2010,2879
11021,NSW,Broulee - Tomakin,2011,2900
11021,NSW,Broulee - Tomakin,2012,2919
11021,NSW,Broulee - Tomakin,2013,2959
11021,NSW,Broulee - Tomakin,2014,3043
11021,NSW,Broulee - Tomakin,2015,3060
11021,NSW,Broulee - Tomakin,2016,3069
11022,NSW,Deua - Wadbilliga,1991,38
11022,NSW,Deua - Wadbilliga,1992,38
11022,NSW,Deua - Wadbilliga,1993,39
11022,NSW,Deua - Wadbilliga,1994,39
11022,NSW,Deua - Wadbilliga,1995,39
11022,NSW,Deua - Wadbilliga,1996,39
11022,NSW,Deua - Wadbilliga,1997,38
11022,NSW,Deua - Wadbilliga,1998,38
11022,NSW,Deua - Wadbilliga,1999,38
11022,NSW,Deua - Wadbilliga,2000,38
11022,NSW,Deua - Wadbilliga,2001,38
11022,NSW,Deua - Wadbilliga,2002,38
11022,NSW,Deua - Wadbilliga,2003,37
11022,NSW,Deua - Wadbilliga,2004,37
11022,NSW,Deua - Wadbilliga,2005,35
11022,NSW,Deua - Wadbilliga,2006,34
11022,NSW,Deua - Wadbilliga,2007,40
11022,NSW,Deua - Wadbilliga,2008,45
11022,NSW,Deua - Wadbilliga,2009,51
11022,NSW,Deua - Wadbilliga,2010,56
11022,NSW,Deua - Wadbilliga,2011,61
11022,NSW,Deua - Wadbilliga,2012,61
11022,NSW,Deua - Wadbilliga,2013,60
11022,NSW,Deua - Wadbilliga,2014,60
11022,NSW,Deua - Wadbilliga,2015,60
11022,NSW,Deua - Wadbilliga,2016,59
11023,NSW,Eden,1991,3378
11023,NSW,Eden,1992,3379
11023,NSW,Eden,1993,3364
11023,NSW,Eden,1994,3358
11023,NSW,Eden,1995,3336
11023,NSW,Eden,1996,3336
11023,NSW,Eden,1997,3342
11023,NSW,Eden,1998,3356
11023,NSW,Eden,1999,3368
11023,NSW,Eden,2000,3355
11023,NSW,Eden,2001,3365
11023,NSW,Eden,2002,3324
11023,NSW,Eden,2003,3283
11023,NSW,Eden,2004,3270
11023,NSW,Eden,2005,3275
11023,NSW,Eden,2006,3234
11023,NSW,Eden,2007,3255
11023,NSW,Eden,2008,3270
11023,NSW,Eden,2009,3280
11023,NSW,Eden,2010,3312
11023,NSW,Eden,2011,3321
11023,NSW,Eden,2012,3354
11023,NSW,Eden,2013,3341
11023,NSW,Eden,2014,3325
11023,NSW,Eden,2015,3336
11023,NSW,Eden,2016,3362
11024,NSW,Eurobodalla Hinterland,1991,3105
11024,NSW,Eurobodalla Hinterland,1992,3086
11024,NSW,Eurobodalla Hinterland,1993,3057
11024,NSW,Eurobodalla Hinterland,1994,3042
11024,NSW,Eurobodalla Hinterland,1995,3009
11024,NSW,Eurobodalla Hinterland,1996,2998
11024,NSW,Eurobodalla Hinterland,1997,3019
11024,NSW,Eurobodalla Hinterland,1998,3035
11024,NSW,Eurobodalla Hinterland,1999,3042
11024,NSW,Eurobodalla Hinterland,2000,3045
11024,NSW,Eurobodalla Hinterland,2001,3059
11024,NSW,Eurobodalla Hinterland,2002,3100
11024,NSW,Eurobodalla Hinterland,2003,3159
11024,NSW,Eurobodalla Hinterland,2004,3223
11024,NSW,Eurobodalla Hinterland,2005,3276
11024,NSW,Eurobodalla Hinterland,2006,3347
11024,NSW,Eurobodalla Hinterland,2007,3361
11024,NSW,Eurobodalla Hinterland,2008,3372
11024,NSW,Eurobodalla Hinterland,2009,3366
11024,NSW,Eurobodalla Hinterland,2010,3361
11024,NSW,Eurobodalla Hinterland,2011,3328
11024,NSW,Eurobodalla Hinterland,2012,3321
11024,NSW,Eurobodalla Hinterland,2013,3339
11024,NSW,Eurobodalla Hinterland,2014,3371
11024,NSW,Eurobodalla Hinterland,2015,3399
11024,NSW,Eurobodalla Hinterland,2016,3430
11025,NSW,Merimbula - Tura Beach,1991,6379
11025,NSW,Merimbula - Tura Beach,1992,6617
11025,NSW,Merimbula - Tura Beach,1993,6824
11025,NSW,Merimbula - Tura Beach,1994,7021
11025,NSW,Merimbula - Tura Beach,1995,7154
11025,NSW,Merimbula - Tura Beach,1996,7273
11025,NSW,Merimbula - Tura Beach,1997,7536
11025,NSW,Merimbula - Tura Beach,1998,7704
11025,NSW,Merimbula - Tura Beach,1999,8113
11025,NSW,Merimbula - Tura Beach,2000,8413
11025,NSW,Merimbula - Tura Beach,2001,8705
11025,NSW,Merimbula - Tura Beach,2002,8937
11025,NSW,Merimbula - Tura Beach,2003,9079
11025,NSW,Merimbula - Tura Beach,2004,9221
11025,NSW,Merimbula - Tura Beach,2005,9330
11025,NSW,Merimbula - Tura Beach,2006,9490
11025,NSW,Merimbula - Tura Beach,2007,9677
11025,NSW,Merimbula - Tura Beach,2008,9798
11025,NSW,Merimbula - Tura Beach,2009,9871
11025,NSW,Merimbula - Tura Beach,2010,10048
11025,NSW,Merimbula - Tura Beach,2011,10152
11025,NSW,Merimbula - Tura Beach,2012,10251
11025,NSW,Merimbula - Tura Beach,2013,10288
11025,NSW,Merimbula - Tura Beach,2014,10320
11025,NSW,Merimbula - Tura Beach,2015,10388
11025,NSW,Merimbula - Tura Beach,2016,10490
11026,NSW,Moruya - Tuross Head,1991,5896
11026,NSW,Moruya - Tuross Head,1992,6171
